Date,Outbound Post,Total Engagements (SUM),Post Likes And Reactions (SUM),Post Comments (SUM),Post Shares (SUM),Post Reach (SUM),Estimated Clicks (SUM)
2025-01-22,"Zero Dark Dirty - Jan. 24th 6pm Assemble for Zero Dark Dirty and test your running and agility skills. The course offers various obstacles and the challenge of running at night! Don't be Afraid of the Dark!!!!  REGISTER CLOSES Thursday Jan. 23rd at 9am   www.mccscp.com/hcrs
 #Race #HardCorpsRaceSeries #CampPendleton #semperfitcp #iamsemperfit #hcrs #usmc",2,1,0,1,168,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",33,10,1,22,2332,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,45,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,35,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,25,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,16,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",1,0,0,1,252,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",2,1,0,1,272,0
2025-01-22,"Zero Dark Dirty - Jan. 24th 6pm Assemble for Zero Dark Dirty and test your running and agility skills. The course offers various obstacles and the challenge of running at night! Don't be Afraid of the Dark!!!! REGISTER CLOSES Thursday Jan. 23rd at 9am  www.mccscp.com/hcrs
 #Race #HardCorpsRaceSeries #CampPendleton #semperfitcp #iamsemperfit #hcrs #usmc",15,13,1,1,346,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,137,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,15,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,35,0
2025-01-22,"Thursday, January 23: ALL MCCS facilities remain CLOSED, including all indirect operations

Friday, January 24: Operational status and reporting instructions pending (to be announced Thursday, January 23)

Visit https://t.co/r2EMYck9Ac  for more information. https://t.co/fvLRp5K9fF",27,3,0,24,35228,0
2025-01-22,Great news for Rise of the Empress fans...,0,0,0,0,13,0
2025-01-22,"Good afternoon, families.
Who asked for this snow!? Lol. Take it back. 🤣
Just a reminder about school closures.....you should have received a message from your school about tomorrow. Stay warm and safe! Please feel free to share your snow day pictures.",0,0,0,0,38,0
2025-01-22,"Families who homeschool, you should check this out.",0,0,0,0,20,0
2025-01-22,School Liaison Program - MCCS SC updated their status.,0,0,0,0,14,0
2025-01-22,This message has no text.,0,0,0,0,19,0
2025-01-22,Send a message to learn more,0,0,0,0,17,0
2025-01-22,"🔹 Child Development Centers (CDC) and Marine Corps Exchange (MCX) will resume operations at 10:00 AM tomorrow, January 23.
🔹 The Globe and Anchor will open for lunch and remain open through dinner.
🔹 All other operations will remain closed.
🔹 Virtual Services: Behavioral Health and P&PD will be available online.",6,2,0,4,468,0
2025-01-22,"Find your way to Sunset Cinema and watch SONIC THE HEDGEHOG 3 at 4pm and MUFASA: THE LION KING at 6:20pm.

For our movie schedule, check out our website:  https://www.navymwr.org/programs/motion-pictures/theaters?id=ca14ee35-a359-4819-a279-3f5c9e82f98a",0,0,0,0,65,0
2025-01-22,This message has no text.,0,0,0,0,33,0
2025-01-22,This message has no text.,0,0,0,0,33,0
2025-01-22,"Updates for Thursday, January 23:
🔹Child Development Centers (CDC) and Marine Corps Exchange (MCX) will resume operations at 10:00 AM.
🔹The Globe and Anchor will open for lunch and remain open through dinner.
🔹All other operations will remain closed.
🔹Virtual Services: Behavioral Health and P&PD will be available online.",17,10,0,7,181,0
2025-01-22,"Join us for Chess Club! Learn the game for the first time or develop your skills on the first Saturday of every month from 2-4 PM at the library. Everyone ages 10 and over are welcome to play. ♟️

https://iwakuni.usmc-mccs.org/chess-club
#iwakunilibrary",0,0,0,0,122,0
2025-01-22,"Rise & Shine! Get your coffee fix with Java Café! (Located inside the Douglas Visitors' Center) ☕ 

Check out our menu: https://southcarolina.usmc-mccs.org/recruit-families/dining-options/java-cafe

For more information: 843-228-4685",5,4,1,0,1034,0
2025-01-22,"It’s with a heavy heart that we share the passing of comic artist Arthur Nichols at the age of 63 after a long battle with cancer. Arthur’s career spanned decades, and he made lasting contributions to the comic world, working on iconic series like Star Wars, Punisher, X-Men, Night Thrasher, Conan, and Justice League of America. He co-created the Eisner-nominated The American and the character Rose Wilson, daughter of Deathstroke. He also helped shape the look of Astro City and worked on major projects like Magnus Robot Fighter with Bob Layton at Valiant Comics.

Beyond comics, Arthur’s talents extended to commercial design, creating everything from DC Comics kids' meal toys to Star Wars cup toppers. He also worked as a storyboard artist on the Oscar-winning The Fantastic Flying Books of Mr. Morris Lessmore, as well as Ultimate Spider-Man, GI Joe, and Scooby-Doo.

Arthur’s legacy is one of creativity and passion, and he will be deeply missed by fans and colleagues alike. RIP, Arthur.",0,0,0,0,0,0
2025-01-22,"Looking for a peaceful getaway? 🌲🌿

The cozy camper at Outdoor Equipment Rental is the perfect place for your next escape!

✅Features:
Sleeps up to 6 guests
Kitchenette 
bathroom 

It's an ideal spot for families, small groups, or anyone looking to unwind in a beautiful, rustic environment. 

🔑Book your rental today and enjoy a relaxing, nature-filled experience in Virginia or North Carolina. 🌳

For more information, call 757.749.5226",1,1,0,0,100,0
2025-01-22,"Updates for Thursday, January 23:
🔹Child Development Centers (CDC) and Marine Corps Exchange (MCX) will resume operations at 10:00 AM.
🔹The Globe and Anchor will open for lunch and remain open through dinner.
🔹All other operations will remain closed.
🔹Virtual Services: Behavioral Health and P&PD will be available online.",2,2,0,0,25,0
2025-01-22,"MCCS Winter Weather Notice

All MCCS Facilities are closed Wednesday, 22 & Thursday, 23 January.

Check the MCCS App or website for updates.",0,0,0,0,5,0
2025-01-22,"Looking for a peaceful getaway? 🌲🌿

The cozy camper at Outdoor Equipment Rental is the perfect place for your next escape!

✅Features:
Sleeps up to 6 guests
Kitchenette 
bathroom 

It's an ideal spot for families, small groups, or anyone looking to unwind in a beautiful, rustic environment. 

🔑Book your rental today and enjoy a relaxing, nature-filled experience in Virginia or North Carolina. 🌳

For more information, call 757.749.5226",0,0,0,0,9,0
2025-01-22,"Calling all teens!! Registration required. Scroll to the bottom of the page link to register.
https://lejeunenewriver.usmc-mccs.org/marine-family-support/education/k-12-school-liaison",1,1,0,0,0,0
2025-01-23,"The Library will be closed on Saturday, January 25 for facility maintenance.
Thank you for your understanding.
#iwakunilibrary",3,3,0,0,721,0
2025-01-23,"Looking for a great spot to eat while aboard the Depot? Check out these delicious options:

🥪 Subway: Grab a fresh sandwich!
🍕 MCX Food Court: Enjoy a tasty slice of pizza!
🌊 Traditions: Buffet lunch with a view!
🥪 Sand Trap Grill: Savor a delicious club sandwich!
🍗 Brig & Brew: Dive into some mouth-watering wings!

This is just a small taste of what each spot offers! Check out our menus by downloading our PI Family Day App here: https://mccs-info.com/3LyxcvQ",2,2,0,0,506,0
2025-01-23,"🚨 UPDATED WEATHER ALERT - January 22-24, 2025

Due to snow accumulation in Onslow and surrounding counties causing dangerous roadway and bridge conditions, MCCS Lejeune-New River has issued the following guidance:

Wednesday, January 22
• ALL MCCS facilities are CLOSED, including all indirect operations (such as Wendy's, Dunkin', Firestone, and other contracted services)

Thursday, January 23
• ALL MCCS facilities remain CLOSED, including all indirect operations

Friday, January 24
• Operational status pending (to be announced Thursday, January 23)

Additional Facility Updates Please monitor the following websites for information on impacts to their facilities and services:
• MCCS Lejeune-New River: https://lejeunenewriver.usmc-mccs.org/
• MCB Camp Lejeune: https://www.lejeune.marines.mil/
• MCAS New River: https://www.newriver.marines.mil/
• Naval Medical Center Camp Lejeune: https://camp-lejeune.tricare.mil/

⚠️ Continue monitoring our social media channels and website for updates on weather conditions and any changes to facility operations.",1,0,0,1,185,0
2025-01-23,"Join Semper Fit on Tuesdays and Thursdays for their February Aikido sessions. 🥋
Registration is available starting February 3. 
https://iwakuni.usmc-mccs.org/aikido-feb
#fitnessiwakuni",1,1,0,0,152,0
2025-01-23,"Learn how to get around your new home, explore downtown, and fall in love with Iwakuni on this bus tour.
Register now for the January 8 tour!
https://iwakuni.usmc-mccs.org/welcome-aboard-bus-tour
#culturaladaptationiwakuni",2,2,0,0,156,0
2025-01-23,"UPDATE - Jan. 24 at 4:30 p.m.: Normal Operations Resume Jan. 25

MCB Camp Lejeune and MCAS New River will resume normal operations on Saturday, Jan. 25 for all MCCS activities, including fitness centers, Marine Marts and Marine Corps Exchanges.

Child Development Centers will resume normal operations on Monday, Jan. 27. 
--------------------------------------------------------------------UPDATE - Jan. 23 at 3:30 p.m.: Hazardous road conditions will extend closures through Friday, Jan. 24.

Due to dangerous road and bridge conditions, MCCS will provide limited services Friday, January 24, aligned with Base operational needs:

Opening at 9:00 AM
• Wallace Creek Marine Mart
• MCX New River
• CHB Marine Mart (not Hwy 172)
• Camp Johnson Marine Mart

Opening at 12:00 PM
• MCX Camp Lejeune

⚠️ Important Notes
• Facilities may close early based on weather
• Indirect operations (Wendy's, Dunkin', Firestone) may open if roads permit - call before visiting

--------------------------------------------------------------------
UPDATE for Friday, January 24
Base leadership is currently reevaluating conditions. Stand by for updated guidance on tomorrow's operations.
----------------------------------------------------------------------
🔄 MCCS OPERATIONS UPDATE - January 23-24

Thursday, January 23 (TODAY)
• ALL MCCS facilities remain CLOSED, including all indirect operations

Friday, January 24 MCCS activities will resume operations at 8:00 AM, including:
• Child Development Centers
• School Age Care
• Marine Marts
• Fitness Centers

Note: Hours for indirect operations (Wendy's, Dunkin', Firestone, etc.) may vary. Please call ahead before visiting.

For other facility-specific information:
• MCCS Lejeune-New River: https://lejeunenewriver.usmc-mccs.org/
• MCB Camp Lejeune: https://www.lejeune.marines.mil/
• MCAS New River: https://www.newriver.marines.mil/
• Naval Medical Center: https://camp-lejeune.tricare.mil/",252,174,30,48,19877,0
2025-01-23,"🔄 MCCS OPERATIONS UPDATE - January 23-24

Thursday, January 23 (TODAY)
•	ALL MCCS facilities remain CLOSED, including all indirect operations

Friday, January 24 MCCS activities will resume operations at 8:00 AM, including:
•	Child Development Centers
•	School Age Care
•	Marine Marts
•	Fitness Centers

Note: Hours for indirect operations (Wendy's, Dunkin', Firestone, etc.) may vary. Please call ahead before visiting.

For other facility-specific information:
•	MCCS Lejeune-New River: https://lejeunenewriver.usmc-mccs.org/
•	MCB Camp Lejeune: https://www.lejeune.marines.mil/
•	MCAS New River: https://www.newriver.marines.mil/
•	Naval Medical Center: https://camp-lejeune.tricare.mil/",48,33,8,7,819,0
2025-01-23,"This 2-day Entrepreneurship Track is designed for anyone wanting to learn the basics of starting their own business while on active duty or after.

Attend this track within your 5-day Transition Readiness Seminar or on its own.

Register via phone by calling 843-228-6670/7701/7353 or email bfrt_crmc_trs@usmc.mil.",2,1,0,1,57,0
2025-01-23,"This 2-day Entrepreneurship Track is designed for anyone wanting to learn the basics of starting their own business while on active duty or after.

Attend this track within your 5-day Transition Readiness Seminar or on its own.

Register via phone by calling 843-228-6670/7701/7353 or email bfrt_crmc_trs@usmc.mil.",0,0,0,0,319,0
2025-01-23,"The depot will reopen to the public tomorrow for Alpha Company’s graduation. 

For permanent personnel, the base with operate with essential personnel only. Individual chain of commands will identify the manpower needed to support tomorrow’s activities and will make contact with those Marines as appropriate. 

Due to the winter weather impacting Beaufort County, the following changes have been implemented for accessing the base tomorrow. 

Due to snow and ice accumulation, the Visitor’s Gate is inaccessible and will be closed tomorrow. The main gate will be used by everyone for entry to the base. Visitors coming for graduation will be able to access the depot beginning at 7 a.m. We ask families to please strictly follow this 7 a.m. timeline to alleviate any traffic issues at the main gate. Families arriving before 7 a.m will be barred access. 

The Douglas Visitor Center, Post Exchange, and All Weather Training Facility will be the only locations on the base open tomorrow. All other facilities to include the museum, eateries, commissary, etc., will remain closed. 

The Douglas Visitor Center will open at 7 a.m. to the public. 

The graduation ceremony will begin at 10 a.m. in the All Weather Training Facility. Marines and signage will direct all visitors to the appropriate location upon entry to the base. As a reminder, the Morning Colors Ceremony has been canceled. 

For Alpha Company families who had paid for the Family Day dinner, refunds have been issued. For individuals who have paid for items to include corsages, signs, etc., those items can be picked up at the location identified on your receipt, email, or postcard.",9,9,0,0,1262,0
2025-01-23,"It’s time to tackle those New Year’s resolutions! The Education Center is here to help active duty members and their families achieve their academic goals! Contact the team or stop by Building 111 (across from the gas station) during their hours of operation to learn more about educational resources and benefits available to you!

📇 For contact information and more details on the services offered, please visit: mccsmcrd.com/education-center 

MCCS MCRD San Diego/ WRR - Marine & Family

#activeduty #educationcenter #marines #mcrdsandiego",13,13,0,0,2549,0
2025-01-23,This message has no text.,0,0,0,0,510,0
2025-01-23,This message has no text.,0,0,0,0,510,0
2025-01-23,MCCS MCRD San Diego added a new photo.,1,1,0,0,510,0
2025-01-23,This message has no text.,0,0,0,0,510,0
2025-01-23,MCCS MCRD San Diego added a new photo.,1,1,0,0,510,0
2025-01-23,This message has no text.,0,0,0,0,0,0
2025-01-23,"⏰ Reminder: Tomorrow is the LAST DAY of the Skin Savvy sale at your MCX! 🧴✨ Don't miss out on these great savings before they're gone! 🛍
Check out the deals here: ",0,0,0,0,1,0
2025-01-23,"MCCS will provide limited services Friday, January 24, aligned with Base operational needs:
Opening at 9 AM: Wallace Creek Marine Mart, MCX New River, CHB Marine Mart (not Hwy 172), Camp Johnson Marine Mart
Opening at 12 PM: MCX Camp Lejeune

More info: https://t.co/r2EMYck9Ac https://t.co/KRGHq8lemN",29,4,0,25,35248,0
2025-01-23,"Due to weather conditions, MCAS Beaufort and MCRD Parris Island Education Centers will be closed all day Friday, January 24.",0,0,0,0,36,0
2025-01-23,"🌟 Looking to Provide Care? 🌟

Child and Youth Programs can help you get certified to provide childcare from your home! Join us for a Family Child Care Q&A hosted by Child & Youth Programs and get all the info you need about MCBH policies and how to stay in compliance.

📅 When: Thursday, January 30 | 1000-1100
📍 Where: Waikulu Center, 5081 Bingham Way

⚠️ Reminder: Unauthorized childcare on-base can lead to immediate cessation of operations and possible eviction. For example, providing care for three children for four hours a day would total 12 cumulative childcare hours (which counts toward the 10+ hours per week limit). Be sure to check your resident handbook for the full details!

Got questions? Give us a call at (808) 257-7430.

We can’t wait to see you there! 🌈✨

#MCCSHawaii #ChildCare #MCBH",3,1,0,2,662,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",39,14,0,25,8956,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,10,0
2025-01-23,"Are you ready for Superbowl Sunday? 🏈 Igloo coolers and accessories are ready to keep your drinks and snacks cold for your viewing parties! 🧃🥤 Available now at your MCX. 🛒
Check out savings on more gameday essentials in the Touchdown Deals ad here: https://www.e-digitaleditions.com/i/1530894-2025-super-bowl/0",3,3,0,0,559,0
2025-01-23,"**REGISTER NOW FOR NA ALI'I 5K/10K!**
Saturday, March 8 · 630am 
  
Are you Race Ready?  Great test for the Hapalua with both 5k and 10k options! A 5K or 10K is the perfect way to test your endurance and speed. Whether you're new to running or aiming for a personal best, these shorter distances help you build confidence, refine your pacing, and condition your body for longer distances. Take on a 5K or 10K and see how far you can go along this beautiful route aboard MCBH!
  
THIS RACE IS OPEN TO THE GENERAL PUBLIC!  
Last day for public/civilian registration is Sunday, February 23, 2025. All civilians (with no base access) MUST register in DBIDS by Sunday, February 23 11:59 pm HST.

Register NOW at: https://mccsraces.leagueapps.com/events/4489583-2025-na-alii-5k10k-race

#naaliirace #5k #10k #semperfithawaii #mccshawaii #mcbhawaii #mcbh",6,4,0,2,396,0
2025-01-23,"**REGISTER NOW FOR NA ALI'I 5K/10K!**
Saturday, March 8 · 630am 
  
Are you Race Ready?  Great test for the Hapalua with both 5k and 10k options! A 5K or 10K is the perfect way to test your endurance and speed. Whether you're new to running or aiming for a personal best, these shorter distances help you build confidence, refine your pacing, and condition your body for longer distances. Take on a 5K or 10K and see how far you can go along this beautiful route aboard MCBH!
  
THIS RACE IS OPEN TO THE GENERAL PUBLIC!  
Last day for public/civilian registration is Sunday, February 23, 2025. All civilians (with no base access) MUST register in DBIDS by Sunday, February 23 11:59 pm HST.

Register NOW at: https://mccsraces.leagueapps.com/events/4489583-2025-na-alii-5k10k-race

#naaliirace #5k #10k #semperfithawaii #mccshawaii #mcbhawaii #mcbh",31,22,3,6,3560,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,16,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,33,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",2,1,0,1,456,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",1,1,0,0,241,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,10,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,27,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,121,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",1,1,0,0,12,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,0,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,25,0
2025-01-23,"MCAS BEAUFORT WINTER WEATHER NOTICE

Laurel Bay and MCAS MCX will be open from 11:00-15:00. 
All other MCCS facilities will be closed. 

PARRIS ISLAND WINTER WEATHER NOTICE:

Graduation will be held at 10:00 in the All Weather Training Facility
Douglas Visitor Center and MCX open from 10:00 - 1500
All other MCCS facilities will be closed.",0,0,0,0,34,0
2025-01-23,"❄️⛄ You know what's COOLER than building a snowman in the Lowcountry?

✈️ Going to the 2025 MCAS Beaufort Airshow this April!

Get ready for a weekend packed with thrilling aerial performances, jaw-dropping stunts, and all the fun the Lowcountry has to offer.
📅 Mark your calendar: April 12-13, 2025
📍 Where: MCAS Beaufort, South Carolina
Admission is FREE, but tickets are REQUIRED. Secure them today at beaufortairshow.com",133,105,8,20,15362,0
2025-01-23,"❄️⛄ You know what's COOLER than building a snowman in the Lowcountry?

✈️ Going to the 2025 MCAS Beaufort Airshow this April!

Get ready for a weekend packed with thrilling aerial performances, jaw-dropping stunts, and all the fun the Lowcountry has to offer.
📅 Mark your calendar: April 12-13, 2025
📍 Where: MCAS Beaufort, South Carolina
Admission is FREE, but tickets are REQUIRED. Secure them today at beaufortairshow.com ",37,37,0,0,294,0
2025-01-23,"The Auto Skill Center will be closed on Thursday, 23 January 2025 due to lack of heat in the facility.  Base Maintenance is addressing the issue and we hope to reopen as soon as possible.  We apologize for any inconvenience this may cause.",3,3,0,0,956,0
2025-01-23,This message has no text.,0,0,0,0,0,0
2025-01-23,This message has no text.,0,0,0,0,0,0
2025-01-23,"Breathe better, live better! 🌬 Explore premium air purifiers at your MCX today because every breath counts! 🌟",4,4,0,0,837,0
2025-01-23,"MCCS OPERATIONS UPDATE -
MCCS programs and services will resume normal operational hours on Friday, January 24.",2,1,0,1,259,0
2025-01-23,"MCCS OPERATIONS UPDATE -
MCCS programs and services will resume normal operational hours on Friday, January 24.",1,1,0,0,22,0
2025-01-23,"We’re still thawing out and will have to remain closed!! We will have an update for you again tomorrow, but for now enjoy this look from the tee at the 1st. ❄️",37,29,4,4,584,0
2025-01-23,We lose yet another amazing talent...,1,1,0,0,68,0
2025-01-23,"Join us this Saturday January 25th for our January HERO WOD 

0900 Sgt Major Porter Field. 

5 Rounds for Time: 20 Push-ups, 20 Deadlifts (135/95 lbs.), 20 Box Jumps (24/20 in). Scale by lowering deadlift weight or using step-ups instead of box jumps.",3,2,1,0,305,0
2025-01-23,This message has no text.,0,0,0,0,0,0
2025-01-23,"Kick off the year on the right foot with the Lord of the Tengan 5K or 10K on February 9! The route begins at the Ironworks Fitness Center on Camp Courtney. Race starts at 8:05 a.m., and awards will be given for 1st, 2nd and 3rd place in all gender and age divisions. For more information and to register, click the link below! https://www.okinawa.usmc-mccs.org/activity/33cd9bde-8872-49b2-a7c1-c780adc500b2",13,10,0,3,2414,0
2025-01-23,"Registration for February's Judo classes is now open. 🥋 Develop vital Judo techniques while learning about the culture and history of the sport. 
https://iwakuni.usmc-mccs.org/judo-feb
#fitnessiwakuni",2,2,0,0,247,0
2025-01-23,It's back! We'll see you tonight at D&D club! Open to ages 10-14.,2,2,0,0,211,0
2025-01-23,"ZERO DARK DIRTY®    JAN. 24 6pm  Lake O'Neill
Don't be afraid of the DARK!!!!
DAY OF REGISTRATION WILL BE AVAILABLE!!!
Link above for details!!!!
 #zerodarkdirty #obstaclerun #obstacle #obstacles #hill #medal #trail #trailrunning #trailrun #challenges #marines #Pendleton #camppendleton #marinescorps #running #Camp #run #activeduty",0,0,0,0,122,0
2025-01-23,"🏈 Tailgates & Touchdowns at your MCX on February 6! 🏈 Join us for fun activities, giveaways, and awesome sales! We’re also pumped to have Alani Nu as one of our featured vendors! ⚡ Don’t miss out on the action – save the date! 📅",7,5,0,2,943,0
2025-01-23,"""MAKE HEALTH A PRIORITY""",0,0,0,0,0,0
2025-01-23,ITS TIME TO GRIND!!!,0,0,0,0,0,0
2025-01-23,LET'S CYCLE PEOPLE!!!,0,0,0,0,0,0
2025-01-23,"Celebrate the start of the year with IT&T's Universal Studios Japan trip. Register in-person at the IT&T office today for this fun-filled trip.
https://iwakuni.usmc-mccs.org/universal-studios-japan-trip
#ittiwakuni",6,6,0,0,863,0
2025-01-23,"Good news! The Job Fair has been rescheduled for January 30 at Bldg. 9500, Torii Pines Town Center. 💼  Open to all applicants, including active-duty service members. We’re hiring for Family Care, Retail, the Food Court, Club Iwakuni, School Lunch Program, and Bueno Burrito positions! Bring your resumes and take the first step toward a new opportunity.
https://iwakuni.usmc-mccs.org/job-fair
#hriwakuni",16,14,0,2,998,0
2025-01-23,"Looking for personalized gifts or awards? The Foster Custom Shop offers engraving services, custom designs and rush delivery for items like plaques, trophies and frames. Visit us Tuesday through Saturday, 10 a.m. to 7 p.m., at Bldg. 5908 to bring your unique ideas to life! 🏆 

Check out our website to see all the products and services available! www.okinawa.usmc-mccs.org/customshop",13,12,0,1,1791,0
2025-01-24,"🙂 💪 🧠 Regular exercise boosts your mood, strengthens your body, and sharpens your mind.",2,2,0,0,58,4
2025-01-24,"🙂 💪 🧠Regular exercise boosts your mood, strengthens your body, and sharpens your mind.",0,0,0,0,941,5
2025-01-24,💪 Exercise isn’t just about building muscles—it’s about boosting your overall health! Details available at the Learn More 🔗 in bio. ,5,5,0,0,63,0
2025-01-24,"Fueling up with precision nutrition, Marines are preparing for anything that comes their way. Whether it’s in the gym or on the front lines, their bodies are ready for the fight. 🥗 🍎",1,1,0,0,286,6
2025-01-24,"✨ Don't forget!

We'll be providing coloring sheets and screening Inside Out 2 TOMORROW at the School Age Center at 3:30pm. We hope your child is ready to get creative and learn a little about emotions! 😉 🎨 

*Child must be enrolled in SAC. For more information please call (760) 577-6533",0,0,0,0,39,0
2025-01-24,"The Marine and Family Programs Division is conducting a survey on Marines’ awareness of current lethal means safety programs, preferences for safety devices and locations, and considerations for LMS messaging specific to Marine Corps culture. To participate in the survey, visit http://ms.spr.ly/6184UKLg8

The survey will close on January 31, 2025. Participation should take no more than 15 minutes. No names, contact information, or any other personally identifiable information will be collected in the survey.",3,3,0,0,6549,41
2025-01-24,"The Marine and Family Programs Division is conducting a survey on Marines’ awareness of current lethal means safety programs, preferences for safety devices & locations, & considerations for LMS messaging specific to Marine Corps culture. To participate: https://cnaorg.gov1.qualtrics.com/jfe/form/SV_38L0FHrDBaBpuES",0,0,0,0,286,4
